Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,
eaglecoin,EAGLE,"$147,939 ",$0.07 ,"2,093,421 *","$13,584 ",0.70%,49.90%,-29.95%,
anarchistsprime,ACP,"$144,387 ",$0.03 ,"4,394,874",$949 ,2.10%,8.99%,56.12%,
gameunits,UNITS,"$143,342 ",$0.04 ,"3,472,983 *","$2,178 ",2.03%,7.83%,51.20%,
ronpaulcoin,RPC,"$142,914 ",$0.16 ,"899,174",$778 ,3.00%,42.80%,128.20%,
nevacoin,NEVA,"$141,732 ",$0.06 ,"2,481,475","$1,995 ",2.10%,8.23%,44.16%,
coinonatx,XCXT,"$140,079 ",$0.01 ,"16,190,079","$1,013 ",-1.63%,39.32%,10.78%,
credence-coin,CRDNC,"$139,437 ",$0.04 ,"3,427,006 *","$845,900 ",-6.22%,4.10%,-99.06%,
reecoin,REE,"$135,166 ",$0.00 ,"2,560,000,000","$1,046 ",1.90%,-26.27%,27.94%,
marijuanacoin,MAR,"$122,990 ",$0.08 ,"1,528,938",$947 ,-10.78%,4.89%,-31.25%,
globaltoken,GLT,"$122,796 ",$0.00 ,"26,461,500",$894 ,-0.54%,-12.44%,122.47%,
allsafe,ASAFE2,"$120,300 ",$0.01 ,"8,030,000 *","$1,733 ",1.49%,45.63%,4.18%,
comet,CMT,"$119,420 ",$0.14 ,"872,830","$1,222 ",2.59%,0.22%,69.67%,
aerium,AERM,"$118,169 ",$0.16 ,"729,386","$4,225 ",-26.02%,-19.62%,-70.67%,
biteur,BITEUR,"$116,454 ",$1.20 ,"96,935 *","$4,084 ",-0.47%,-2.20%,-5.53%,
sugar-exchange,SGR,"$111,672 ",$0.03 ,"3,500,000 *","$1,869 ",0.65%,2.73%,-9.84%,
virta-unique-coin,VUC,"$110,003 ",$0.00 ,"61,528,650","$1,948 ",-15.70%,-0.90%,34.51%,
quazarcoin,QCN,"$102,679 ",$0.02 ,"6,044,911",$500 ,2.16%,9.67%,-32.40%,
prcoin,PRC,"$102,520 ",$0.01 ,"15,883,000","$28,338 ",2.10%,3.05%,-37.14%,
mustangcoin,MST,"$99,812 ",$0.16 ,"630,343",$617 ,1.76%,-6.93%,14.72%,
x-coin,XCO,"$92,973 ",$0.01 ,"12,384,976 *","$2,022 ",2.10%,5.15%,3.08%,
300-token,300,"$91,727 ",$305.76 ,300 *,"$1,597 ",2.10%,9.68%,40.65%,
kurrent,KURT,"$89,220 ",$0.01 ,"9,919,485",$587 ,-0.48%,13.07%,6.74%,
brat,BRAT,"$84,101 ",$0.00 ,"160,000,000 *",$736 ,-0.09%,-19.51%,130.19%,
women,WOMEN,"$81,295 ",$0.00 ,"44,220,400",$850 ,5.59%,-6.48%,-30.51%,
eot-token,EOT,"$73,806 ",$0.01 ,"8,260,903 *","$4,592 ",2.10%,-19.70%,-31.46%,
compucoin,CPN,"$73,732 ",$0.00 ,"19,615,019",$739 ,1.96%,1.20%,10.72%,
eryllium,ERY,"$73,057 ",$0.01 ,"5,482,423","$2,094 ",2.59%,16.67%,96.37%,
kronecoin,KRONE,"$72,458 ",$0.02 ,"3,780,962",$720 ,2.10%,-10.68%,68.97%,
litecoin-ultra,LTCU,"$62,281 ",$0.07 ,"879,002","$75,299 ",1.06%,-14.72%,293.17%,
osmiumcoin,OS76,"$61,200 ",$0.07 ,"894,026","$3,790 ",2.16%,59.56%,128.54%,
gbcgoldcoin,GBC,"$47,694 ",$0.00 ,"11,361,817",$523 ,-0.60%,172.76%,282.10%,
grimcoin,GRIM,"$46,905 ",$0.00 ,"20,304,254",$696 ,2.11%,140.58%,31.87%,
iconic,ICON,"$45,521 ",$0.08 ,"592,894 *",$819 ,2.16%,-5.03%,1.09%,
ego,EGO,"$40,767 ",$0.00 ,"60,000,001 *",$814 ,2.10%,-27.00%,-8.33%,
vaperscoin,VPRC,"$40,456 ",$0.00 ,"780,124,964","$1,225 ",-1.68%,5.66%,-27.19%,
cashcoin,CASH,"$36,548 ",$0.00 ,"46,158,242","$1,134 ",2.09%,0.20%,-35.11%,
corethum,CRTM,"$36,543 ",$0.01 ,"2,500,000 *","$4,820 ",-0.44%,2.14%,33.64%,
master-swiscoin,MSCN,"$33,696 ",$0.00 ,"44,737,540 *",$902 ,1.78%,-8.34%,-26.13%,
network-token,NTWK,"$33,127 ",$0.00 ,"11,671,310 *","$1,043 ",19.43%,-42.97%,-4.17%,
sydpak,SDP,"$31,950 ",$0.20 ,"159,810 *",$779 ,2.10%,8.54%,48.28%,
vault-coin,VLTC,"$30,935 ",$0.00 ,"30,353,080","$1,236 ",1.74%,9.03%,-12.59%,
litebitcoin,LBTC,"$30,766 ",$0.01 ,"3,188,280","$17,569 ",-6.39%,1.69%,-9.96%,
geysercoin,GSR,"$26,540 ",$0.57 ,"46,864","$7,561 ",2.10%,33.35%,336.55%,
cybcsec,XCS,"$26,132 ",$0.00 ,"11,834,082 *",$756 ,2.16%,-35.19%,-25.61%,
crevacoin,CREVA,"$25,229 ",$0.00 ,"36,390,750","$2,055 ",5.09%,39.90%,-20.32%,
rawcoin,XRC,"$21,755 ",$0.03 ,"704,882","$3,639 ",-5.39%,19.66%,73.55%,
levoplus,LVPS,"$18,764 ",$0.01 ,"1,513,256","$4,149 ",15.69%,23.86%,25.43%,
crypto,CTO,"$18,759 ",$0.00 ,"12,270,994","$1,958 ",2.10%,-87.01%,-83.12%,
braincoin,BRAIN,"$10,288 ",$0.00 ,"10,094,424 *",$676 ,2.10%,-77.54%,-82.83%,
harmonycoin,HMC,"$7,165 ",$0.01 ,"561,235","$7,406 ",2.15%,16.61%,18.71%,
supernet,UNITY,"$44,209,848 ",$54.17 ,"816,061 *",$?,?,17.44%,-4.90%,
prospectors-gold,PGL,"$19,265,505 ",$0.30 ,"64,500,000 *",$139 ,20.47%,279.45%,409.91%,
encryptotel,ETT,"$15,423,136 ",$0.25 ,"62,131,190 *",$133 ,-23.14%,55.52%,32.38%,
stakecoin,STCN,"$13,199,580 ",$2.20 ,"6,000,000 *",$0 ,?,?,?,
ecobit,ECOB,"$6,562,711 ",$0.01 ,"444,444,444 *",$141 ,1.36%,11.39%,27.03%,
yashcoin,YASH,"$5,265,845 ",$0.53 ,"10,000,275 *",$212 ,-6.91%,-20.86%,14.58%,
xcurrency,XC,"$5,086,068 ",$0.87 ,"5,871,078 *",$187 ,2.16%,9.68%,?,
arcade-token,ARC,"$3,698,179 ",$2.26 ,"1,636,312 *",$?,?,?,-1.98%,
fimkrypto,FIMK,"$3,369,292 ",$0.01 ,"577,004,618 *",$0 ,?,?,23.49%,
cryptcoin,CRYPT,"$2,879,277 ",$0.47 ,"6,066,848",$132 ,2.16%,5.26%,63.93%,
janus,JNS,"$2,483,019 ",$0.11 ,"23,020,335 *",$406 ,2.10%,90.80%,-37.61%,
ico-openledger,ICOO,"$2,103,031 ",$4.51 ,"465,952 *",$76 ,-0.03%,4.53%,-19.38%,
russiacoin,RC,"$1,852,842 ",$0.22 ,"8,377,873",$13 ,2.16%,-10.46%,37.85%,
monster-byte,MBI,"$1,829,624 ",$0.11 ,"16,822,736 *",$85 ,2.27%,27.67%,62.38%,
hitcoin,HTC,"$1,825,114 ",$0.00 ,"10,996,318,099",$0 ,?,7.17%,44.06%,
incakoin,NKA,"$1,819,496 ",$0.00 ,"11,411,149,805",$248 ,2.52%,24.55%,42.95%,
shorty,SHORTY,"$1,715,600 ",$0.02 ,"100,000,000 *",$310 ,2.10%,8.60%,42.44%,
shadowcash,SDC,"$1,306,696 ",$0.20 ,"6,695,133 *",$2 ,2.10%,1.87%,28.22%,
dinastycoin,DCY,"$1,190,662 ",$0.00 ,"1,420,858,063",$106 ,3.00%,8.21%,10.17%,
metalcoin,METAL,"$1,137,598 ",$0.01 ,"76,925,527 *",$0 ,?,7.29%,49.91%,
piggycoin,PIGGY,"$1,123,187 ",$0.00 ,"487,547,388",$370 ,8.05%,134.46%,65.72%,
inpay,INPAY,"$1,114,290 ",$0.11 ,"10,000,000 *",$31 ,2.10%,9.56%,22.98%,
btsr,BTSR,"$1,095,421 ",$0.33 ,"3,284,266 *",$111 ,-10.91%,-2.65%,50.89%,
carboncoin,CARBON,"$1,082,072 ",$0.00 ,"15,392,009,932",$52 ,1.59%,79.33%,-12.65%,
goodomy,GOOD,"$996,319 ",$0.00 ,"441,349,000 *",$461 ,1.49%,36.07%,52.27%,
bitland,CADASTRAL,"$995,838 ",$0.03 ,"30,000,000 *",$494 ,-1.68%,-53.40%,-67.59%,
opal,OPAL,"$905,412 ",$0.06 ,"15,143,840 *",$223 ,0.41%,8.05%,54.01%,
bitpark-coin,BPC,"$899,700 ",$0.01 ,"75,000,000 *",$312 ,55.43%,40.26%,19.51%,
dashcoin,DSH,"$880,689 ",$0.05 ,"17,574,970",$413 ,1.89%,9.91%,15.68%,
teslacoin,TES,"$877,192 ",$0.01 ,"73,505,489",$271 ,1.97%,26.39%,16.93%,
btctalkcoin,TALK,"$875,397 ",$0.01 ,"65,290,635",$245 ,2.09%,42.49%,38.78%,
noblecoin,NOBL,"$802,154 ",$0.00 ,"2,315,927,384",$466 ,-27.63%,-24.49%,21.29%,
aurumcoin,AU,"$745,172 ",$2.52 ,"296,216",$161 ,2.16%,28.95%,54.39%,
valorbit,VAL,"$736,629 ",$0.00 ,"5,323,730,924",$0 ,?,?,21.21%,
trollcoin,TROLL,"$689,795 ",$0.00 ,"566,092,644",$390 ,2.16%,-2.75%,47.75%,
etheriya,RIYA,"$676,184 ",$0.43 ,"1,581,531 *",$138 ,1.41%,3.40%,37.81%,
joincoin,J,"$675,169 ",$0.28 ,"2,448,402",$60 ,2.35%,23.16%,194.47%,
colossuscoin-v2,CV2,"$641,975 ",$0.00 ,"22,891,211,164 *",$8 ,-18.18%,-18.92%,-27.60%,
cream,CRM,"$638,826 ",$0.01 ,"44,834,637",$329 ,14.13%,-7.07%,-8.02%,
casino,CASINO,"$598,193 ",$0.60 ,"1,000,000 *",$?,?,?,?,
version,V,"$586,965 ",$0.00 ,"469,527,283",$31 ,-12.74%,0.31%,9.99%,
iticoin,ITI,"$583,043 ",$18.22 ,"32,000 *",$252 ,-0.44%,7.96%,-8.76%,
sacoin,SAC,"$571,936 ",$0.08 ,"7,014,749",$141 ,2.16%,10.82%,2.02%,
blockpay,BLOCKPAY,"$566,020 ",$0.10 ,"5,428,300 *",$171 ,-0.70%,16.45%,25.15%,
wayguide,WAY,"$560,770 ",$0.01 ,"100,040,708 *",$2 ,2.10%,20.64%,48.78%,
ultimate-secure-cash,USC,"$548,813 ",$0.05 ,"10,343,113",$92 ,2.10%,-14.14%,0.19%,
sterlingcoin,SLG,"$540,210 ",$0.13 ,"4,207,309",$453 ,1.42%,8.46%,38.44%,
nyancoin,NYAN,"$528,147 ",$0.00 ,"318,929,301",$190 ,-0.54%,21.37%,51.54%,
universe,UNI,"$525,708 ",$0.04 ,"11,700,442 *",$298 ,2.14%,-2.89%,-14.17%,
unicoin,UNIC,"$519,913 ",$0.18 ,"2,969,456",$247 ,0.79%,6.79%,76.76%,
coin2-1,C2,"$511,087 ",$0.01 ,"99,976,323 *",$433 ,-1.94%,38.32%,139.37%,
purevidz,VIDZ,"$508,992 ",$0.00 ,"125,279,775 *",$229 ,1.32%,10.15%,68.48%,
sproutsextreme,SPEX,"$502,086 ",$0.00 ,"2,866,607,586 *",$0 ,?,?,51.23%,
abjcoin,ABJ,"$484,231 ",$0.06 ,"8,265,187",$0 ,?,?,-49.28%,
fucktoken,FUCK,"$461,675 ",$0.01 ,"51,392,878 *",$351 ,26.05%,0.79%,42.19%,
swing,SWING,"$455,399 ",$0.16 ,"2,785,707",$335 ,13.99%,4.42%,81.25%,
bitboost,BBT,"$437,081 ",$0.09 ,"4,862,878 *",$264 ,-0.49%,-0.68%,-22.04%,
guncoin,GUN,"$433,595 ",$0.00 ,"197,400,778",$222 ,-4.65%,-0.67%,18.03%,
goldreserve,XGR,"$423,350 ",$0.02 ,"17,171,382",$336 ,1.34%,5.67%,-2.03%,
lottocoin,LOT,"$420,412 ",$0.00 ,"14,491,014,421",$83 ,-1.40%,31.88%,53.97%,
berncash,BERN,"$420,040 ",$0.01 ,"71,234,301",$171 ,0.84%,11.48%,64.78%,
flycoin,FLY,"$404,483 ",$1.92 ,"210,806 *",$23 ,2.10%,?,51.25%,
globalcoin,GLC,"$387,451 ",$0.01 ,"65,171,010",$2 ,2.16%,-12.76%,-6.84%,
stress,STS,"$383,978 ",$0.00 ,"565,134,332",$6 ,2.10%,9.68%,?,
qubitcoin,Q2C,"$379,466 ",$0.00 ,"248,219,730",$74 ,2.16%,23.42%,24.08%,
icoin,ICN,"$372,335 ",$0.01 ,"29,226,581",$124 ,16.02%,-20.42%,-14.15%,
prototanium,PR,"$370,653 ",$1.89 ,"195,946",$126 ,-11.94%,7.51%,46.44%,
rasputin-online-coin,ROC,"$360,880 ",$0.33 ,"1,083,633 *",$92 ,-0.44%,4.54%,-24.78%,
electra,ECA,"$358,311 ",$0.00 ,"22,006,135,594",$155 ,0.10%,5.24%,219.72%,
i0coin,I0C,"$354,260 ",$0.02 ,"20,985,466",$99 ,0.01%,-18.64%,-11.74%,
bigup,BIGUP,"$353,739 ",$0.00 ,"2,119,707,860",$30 ,22.69%,28.41%,46.58%,
shilling,SH,"$347,556 ",$0.01 ,"39,706,225 *",$0 ,?,6.64%,39.77%,
satoshimadness,MAD,"$339,838 ",$0.00 ,"2,000,683,485 *",$68 ,2.10%,9.67%,?,
digicube,CUBE,"$328,083 ",$0.00 ,"2,429,126,009 *",$0 ,?,?,18.30%,
globalboost-y,BSTY,"$319,482 ",$0.02 ,"13,266,330",$239 ,-10.18%,7.60%,53.15%,
catcoin,CAT,"$316,579 ",$0.05 ,"6,212,500",$349 ,2.16%,2.27%,78.97%,
blakecoin,BLC,"$307,441 ",$0.02 ,"15,122,697",$295 ,2.03%,7.71%,75.51%,
wmcoin,WMC,"$307,417 ",$0.03 ,"11,527,489 *",$181 ,2.10%,5.97%,49.68%,
fincoin,FNC,"$306,568 ",$0.02 ,"12,878,667 *",$418 ,1.89%,-44.54%,-32.40%,
lanacoin,LANA,"$285,449 ",$0.00 ,"841,564,462",$197 ,0.83%,-9.70%,6.34%,
yacoin,YAC,"$285,170 ",$0.00 ,"119,917,053",$27 ,2.16%,9.06%,108.34%,
jetcoin,JET,"$277,168 ",$0.06 ,"4,872,509 *",$100 ,2.10%,-45.91%,19.37%,
sativacoin,STV,"$275,685 ",$0.04 ,"7,086,818",$71 ,-34.61%,-30.80%,-1.26%,
tittiecoin,TTC,"$262,227 ",$0.00 ,"1,259,816,434",$227 ,-1.38%,22.71%,30.99%,
evil-coin,EVIL,"$260,373 ",$0.01 ,"21,020,383",$282 ,8.81%,15.54%,16.21%,
aricoin,ARI,"$259,509 ",$0.00 ,"140,262,505",$216 ,1.11%,31.97%,56.05%,
shadow-token,SHDW,"$252,009 ",$0.04 ,"7,000,000 *",$35 ,0.38%,?,-31.80%,
spacecoin,SPACE,"$242,155 ",$0.01 ,"21,014,894",$195 ,0.89%,-8.53%,39.25%,
gaia,GAIA,"$241,539 ",$0.01 ,"24,101,381 *",$10 ,2.10%,?,6.25%,
hodlcoin,HODL,"$241,416 ",$0.00 ,"157,917,220",$22 ,2.10%,23.38%,1.30%,
macron,MCRN,"$231,383 ",$0.00 ,"401,421,401 *",$1 ,-2.19%,24.50%,35.68%,
redcoin,RED,"$228,467 ",$0.00 ,"74,107,896",$348 ,7.62%,12.09%,47.31%,
cypher,CYP,"$228,136 ",$0.04 ,"6,365,285 *",$36 ,2.10%,?,36.60%,
grantcoin,GRT,"$228,046 ",$0.01 ,"43,188,380 *",$350 ,1.43%,0.27%,35.55%,
rupaya,RUPX,"$225,193 ",$0.04 ,"6,107,546",$28 ,6.71%,234.59%,122.10%,
ripto-bux,RBX,"$223,856 ",$0.00 ,"381,236,123 *",$196 ,10.41%,29.84%,56.81%,
bumbacoin,BUMBA,"$223,839 ",$0.01 ,"22,477,688",$138 ,2.11%,7.17%,128.59%,
darsek,KED,"$222,758 ",$0.02 ,"14,575,731",$318 ,2.09%,40.97%,40.93%,
acoin,ACOIN,"$217,187 ",$0.18 ,"1,220,085",$121 ,3.28%,8.78%,15.33%,
idice,ICE,"$214,753 ",$0.14 ,"1,571,013 *",$445 ,-1.83%,-14.52%,76.66%,
wyvern,WYV,"$214,163 ",$0.12 ,"1,783,322 *",$430 ,2.10%,-16.14%,2.68%,
ohm-wallet,OHM,"$213,272 ",$0.01 ,"29,894,454 *",$68 ,2.10%,9.68%,48.78%,
firecoin,FIRE,"$212,649 ",$2.16 ,"98,412 *",$33 ,2.16%,-1.98%,47.85%,
unrealcoin,URC,"$211,191 ",$0.03 ,"7,024,402",$246 ,2.11%,32.06%,12.99%,
halcyon,HAL,"$209,000 ",$0.04 ,"5,320,481",$0 ,?,6.57%,45.71%,
franko,FRK,"$205,374 ",$0.22 ,"930,767",$5 ,2.10%,9.84%,49.43%,
creatio,XCRE,"$198,512 ",$0.01 ,"20,520,514 *",$229 ,12.33%,-5.69%,103.46%,
leacoin,LEA,"$198,354 ",$0.00 ,"315,119,491",$398 ,-0.31%,34.58%,36.65%,
eurocoin,EUC,"$195,494 ",$0.02 ,"12,416,554",$113 ,1.97%,-26.69%,33.69%,
virtualcoin,VC,"$194,296 ",$0.02 ,"10,064,287",$0 ,?,?,114.04%,
dollarcoin,DLC,"$193,360 ",$0.02 ,"9,106,714",$126 ,2.10%,9.68%,48.78%,
prime-xi,PXI,"$192,068 ",$0.01 ,"17,933,330",$428 ,2.09%,11.20%,62.70%,
ether-for-the-rest-of-the-world,E4ROW,"$189,438 ",$0.03 ,"5,762,000 *",$189 ,-0.44%,5.24%,45.49%,
virtacoin,VTA,"$182,756 ",$0.00 ,"5,201,310,113",$21 ,65.58%,1601.82%,1678.82%,
bitz,BITZ,"$179,571 ",$0.09 ,"1,990,891",$90 ,2.10%,?,?,
independent-money-system,IMS,"$179,374 ",$0.03 ,"5,368,934",$24 ,2.01%,-8.46%,106.02%,
hexx,HXX,"$178,419 ",$0.12 ,"1,487,767 *",$275 ,2.14%,9.00%,200.01%,
parallelcoin,DUO,"$178,066 ",$0.59 ,"301,840",$188 ,0.72%,18.06%,9.42%,
antibitcoin,ANTI,"$178,000 ",$0.01 ,"17,465,159",$33 ,2.11%,13.99%,4.10%,
aquariuscoin,ARCO,"$175,885 ",$0.12 ,"1,497,809 *",$236 ,-2.01%,10.53%,52.67%,
paycon,CON,"$175,731 ",$0.01 ,"23,042,604 *",$35 ,3.49%,-19.44%,62.32%,
ratecoin,XRA,"$175,378 ",$0.00 ,"115,047,512 *",$277 ,-1.51%,-2.28%,19.31%,
emerald,EMD,"$171,408 ",$0.01 ,"19,117,129",$416 ,52.43%,0.94%,-12.32%,
tekcoin,TEK,"$163,098 ",$0.00 ,"1,414,054,562",$197 ,-2.36%,-7.13%,-10.14%,
photon,PHO,"$158,164 ",$0.00 ,"20,579,634,873",$303 ,-14.29%,-12.77%,91.50%,
sling,SLING,"$153,592 ",$0.14 ,"1,074,095 *",$0 ,?,?,?,
boostcoin,BOST,"$153,048 ",$0.01 ,"11,855,487",$34 ,2.10%,4.24%,-17.69%,
chronos,CRX,"$148,118 ",$0.00 ,"73,729,962",$56 ,0.99%,51.02%,139.40%,
tattoocoin,TSE,"$147,636 ",$0.00 ,"90,421,856 *",$0 ,1.49%,73.38%,33.09%,
goldpieces,GP,"$140,351 ",$0.12 ,"1,220,161 *",$339 ,3.53%,3.25%,-2.38%,
ambercoin,AMBER,"$140,265 ",$0.00 ,"43,699,481",$0 ,?,3.62%,-52.05%,
sooncoin,SOON,"$140,110 ",$0.01 ,"12,462,620 *",$21 ,2.27%,0.30%,40.67%,
cryptojacks,CJ,"$138,170 ",$0.00 ,"406,568,581",$425 ,2.10%,-9.75%,-5.53%,
bitgold,BITGOLD,"$137,425 ","$1,721.83 ",80 *,$0 ,-0.11%,23.73%,10.32%,
votecoin,VOT,"$137,122 ",$0.01 ,"16,474,625",$182 ,-1.89%,1.42%,-25.53%,
dreamcoin,DRM,"$135,643 ",$0.06 ,"2,449,632 *",$0 ,?,7.04%,41.04%,
px,PX,"$133,273 ",$0.00 ,"96,093,387",$0 ,?,?,-22.49%,
argentum,ARG,"$132,716 ",$0.02 ,"8,602,066",$145 ,-0.04%,20.24%,9.27%,
jin-coin,JIN,"$130,485 ",$0.01 ,"9,848,485",$93 ,2.10%,13.01%,-33.83%,
bitasean,BAS,"$129,026 ",$0.03 ,"5,000,000 *",$98 ,-0.44%,-5.05%,10.91%,
sixeleven,611,"$127,809 ",$0.30 ,"431,731",$65 ,2.68%,3.64%,74.54%,
paycoin,XPY,"$126,775 ",$0.01 ,"11,827,651",$0 ,?,-3.38%,-14.84%,
cagecoin,CAGE,"$126,098 ",$0.00 ,"101,168,328,395",$125 ,0.92%,25.75%,-27.60%,
marscoin,MARS,"$118,655 ",$0.00 ,"28,279,074",$52 ,0.88%,-2.79%,7.30%,
uro,URO,"$117,303 ",$0.10 ,"1,207,310",$271 ,2.16%,-9.08%,69.49%,
vector,VEC2,"$115,903 ",$0.01 ,"16,642,493",$6 ,2.16%,16.55%,34.93%,
secretcoin,SCRT,"$115,644 ",$0.03 ,"4,228,672 *",$270 ,2.16%,8.97%,22.21%,
allion,ALL,"$111,925 ",$0.02 ,"6,199,359",$78 ,0.78%,9.96%,32.25%,
blackstar,BSTAR,"$109,660 ",$0.00 ,"630,795,971 *",$0 ,?,?,?,
californium,CF,"$107,942 ",$0.04 ,"2,407,084",$159 ,-4.85%,2.07%,30.89%,
guccionecoin,GCC,"$106,818 ",$0.01 ,"20,285,537 *",$14 ,2.16%,17.24%,53.59%,
soilcoin,SOIL,"$106,470 ",$0.02 ,"5,702,048",$334 ,5.62%,25.90%,76.47%,
ammo-rewards,AMMO,"$105,691 ",$0.00 ,"77,777,777 *",$63 ,2.10%,25.34%,-24.77%,
popularcoin,POP,"$104,608 ",$0.00 ,"3,372,875,244",$215 ,0.40%,31.59%,32.00%,
warp,WARP,"$99,343 ",$0.09 ,"1,095,224 *",$6 ,2.10%,?,48.61%,
zetamicron,ZMC,"$98,997 ",$0.00 ,"600,344,291 *",$0 ,?,6.47%,45.80%,
ganjacoin,MRJA,"$98,383 ",$0.02 ,"4,451,920",$46 ,2.11%,30.14%,10.72%,
neuro,NRO,"$98,181 ",$0.00 ,"38,533,706",$272 ,2.10%,0.24%,31.83%,
asiadigicoin,ADCN,"$97,401 ",$0.00 ,"24,931,054",$73 ,2.16%,9.86%,46.58%,
mindcoin,MND,"$97,031 ",$0.01 ,"15,867,695",$7 ,2.11%,6.89%,44.07%,
futurexe,FXE,"$95,973 ",$0.41 ,"235,421 *",$106 ,2.10%,9.60%,26.59%,
beavercoin,BVC,"$95,535 ",$0.03 ,"3,115,258",$132 ,0.95%,2.59%,30.84%,
metal-music-coin,MTLMC3,"$94,788 ",$0.00 ,"79,719,140",$17 ,2.16%,-22.59%,3.58%,
gpu-coin,GPU,"$94,342 ",$0.00 ,"40,477,042",$173 ,2.17%,-17.64%,-12.86%,
arbit,ARB,"$93,541 ",$0.01 ,"7,866,990",$217 ,2.16%,?,37.64%,
bitquark,BTQ,"$91,015 ",$0.01 ,"9,081,731",$153 ,2.16%,13.52%,22.42%,
coexistcoin,COXST,"$90,171 ",$0.00 ,"27,100,000 *",$35 ,1.72%,-20.47%,211.63%,
billarycoin,BLRY,"$90,116 ",$0.01 ,"8,992,014",$22 ,2.16%,-4.84%,-40.66%,
theresa-may-coin,MAY,"$89,971 ",$0.00 ,"25,275,800",$292 ,2.16%,13.24%,1.96%,
money,$$$,"$84,894 ",$0.00 ,"45,887,218",$153 ,-3.24%,15.67%,14.46%,
digital-rupees,DRS,"$84,327 ",$0.00 ,"510,802,961 *",$0 ,?,6.59%,44.59%,
icobid,ICOB,"$82,362 ",$0.00 ,"106,701,874 *",$119 ,1.01%,-14.15%,48.34%,
slimcoin,SLM,"$81,358 ",$0.01 ,"14,937,439",$0 ,?,?,?,
blazecoin,BLZ,"$79,364 ",$0.00 ,"608,557,394",$130 ,-0.53%,23.45%,76.25%,
jewels,JWL,"$78,846 ",$0.00 ,"20,181,636 *",$10 ,2.16%,?,?,
emoneypower,EMP,"$78,182 ",$0.01 ,"9,200,000 *",$0 ,?,7.59%,?,
artex-coin,ATX,"$72,462 ",$0.00 ,"18,781,750",$151 ,-7.02%,39.63%,-3.01%,
vip-tokens,VIP,"$70,875 ",$0.00 ,"83,450,403 *",$4 ,2.10%,29.89%,48.78%,
printerium,PRX,"$70,176 ",$0.01 ,"11,821,728",$222 ,0.94%,-15.37%,66.48%,
spots,SPT,"$70,129 ",$0.00 ,"22,406,021",$2 ,-2.26%,12.43%,1.06%,
ponzicoin,PONZI,"$67,283 ",$0.08 ,"861,099",$51 ,0.35%,-6.54%,109.29%,
zayedcoin,ZYD,"$66,817 ",$0.01 ,"6,243,840",$226 ,2.10%,77.17%,105.76%,
benjirolls,BENJI,"$66,200 ",$0.00 ,"20,255,396",$338 ,-16.62%,30.15%,34.65%,
chncoin,CNC,"$65,302 ",$0.00 ,"49,522,199",$0 ,?,7.55%,-32.55%,
bowscoin,BSC,"$65,049 ",$0.01 ,"5,550,102",$4 ,2.10%,9.68%,11.60%,
crtcoin,CRT,"$64,632 ",$0.82 ,"79,270",$29 ,2.10%,9.68%,48.78%,
luna-coin,LUNA,"$64,256 ",$0.04 ,"1,659,365",$234 ,0.57%,55.24%,105.82%,
orlycoin,ORLY,"$62,249 ",$0.00 ,"36,646,779",$2 ,2.10%,9.67%,35.91%,
gold-pressed-latinum,GPL,"$62,112 ",$0.24 ,"256,527",$377 ,1.76%,5.77%,-18.43%,
tagrcoin,TAGR,"$61,624 ",$0.00 ,"38,669,634 *",$0 ,?,?,39.72%,
ereal,EREAL,"$61,470 ",$0.00 ,"68,427,562 *",$23 ,-0.49%,4.49%,80.45%,
kibicoin,KIC,"$61,424 ",$0.00 ,"14,701,000",$57 ,1.48%,34.89%,-31.32%,
dibcoin,DIBC,"$60,476 ",$0.01 ,"5,000,000 *",$267 ,14.20%,18.19%,-23.92%,
coinonat,CXT,"$59,460 ",$0.01 ,"8,623,200",$245 ,-10.15%,0.97%,29.77%,
cryptoworldx-token,CWXT,"$59,302 ",$0.00 ,"59,630,200 *",$21 ,2.19%,-2.45%,10.54%,
rimbit,RBT,"$58,691 ",$0.00 ,"115,499,623 *",$468 ,1.82%,59.74%,3.67%,
flaxscript,FLAX,"$58,526 ",$0.01 ,"5,585,686",$100 ,1.67%,-17.08%,-54.50%,
impulsecoin,IMPS,"$58,462 ",$0.00 ,"20,245,510",$145 ,2.16%,-3.71%,31.19%,
solarflarecoin,SFC,"$57,366 ",$0.00 ,"14,083,450",$91 ,1.88%,40.81%,-0.05%,
healthywormcoin,WORM,"$57,100 ",$0.00 ,"112,051,949",$199 ,2.10%,-23.03%,123.16%,
fuzzballs,FUZZ,"$54,148 ",$0.01 ,"4,829,945",$9 ,2.10%,44.73%,29.69%,
ride-my-car,RIDE,"$51,609 ",$0.00 ,"101,276,976 *",$43 ,53.14%,54.17%,90.30%,
dappster,DLISK,"$50,958 ",$0.00 ,"100,000,000 *",$2 ,2.10%,9.68%,49.89%,
interzone,ITZ,"$49,905 ",$0.03 ,"1,910,404",$341 ,3.18%,9.59%,47.47%,
cryptoescudo,CESC,"$48,956 ",$0.00 ,"144,105,100",$147 ,2.16%,9.68%,-0.63%,
torcoin,TOR,"$48,336 ",$0.15 ,"316,179",$165 ,2.10%,64.51%,-20.67%,
songcoin,SONG,"$47,914 ",$0.00 ,"32,565,300",$62 ,-3.14%,-13.14%,79.95%,
